text,degree_of_polarity
@Askrlfess Nescafe black ama kopi kenangan tapi kadang ku campur air karena kemanisan,0
Highly recommended avocado milk from kopi kenangan. Terubat rindu avocado batu buruk tu weh 😭,0
"@ultra_voucher Kopi Kenangan. Dari kuliah sampe sekarang kerja sering ke sini

Ikutan aja, siapa tau rejekimu
@SyahrulAM13 
@cintabobatime 
@216juta 
@kusuqahiyu 
@scrhwa 
#HolidaywithUVCR #UItravoucher https://t.co/Tnic1MxLlI",0
@Askrlfess 78°c / kopi kenangan,0
"@Heyrisna Tapi kalau bisa ke kopi kenangan dulu aja klo nongki 
Promonya masih sampek akhir tahun 
Kan lumayan 50%",0
"Ingat, untung besar berasal dari modal yg besar.

""Mulai dari 10k bisa kok kak"" halah preeet

Modal hampir 3jt aja cuman dapet kopi kenangan doang, wkwk. Lah modal 10rb dapet permen pendekar biru https://t.co/5vpJ8No5Jl",0
mayan dpt kopi kenangan just 12k wwrwrwr,0
kopi kenangan atau kopi tuku,0
"Hayo jagoan kamu menang apa ngga di pertandingan semalam, Beb? ⚽️

Buat pertandingan semi-finals nanti malam jangan lupa siapin bundle BERKOBAR biar nonton bareng jadi makin seru! 

Kopi Kenangan - 2nd Floor Baywalk Mall https://t.co/fSvzR36Zko",0
Wts voc kopi kenangan 19.000. Masa berlaku sampai 31 jan 2023(2)#zonaba #zonauang️ #zonajajan,0
"kopi kenangan
~ periode promo tertera https://t.co/dwhtmrUSM6",0
@vaouzz mau kopi kenangan,0
Wow kaget. Milk tea bobanya kopi kenangan enak sekali. Tp sedikit kemanisan,1
@Askrlfess kopi kenangan ungu enak bgt asli,0
"Wts voc kopi kenangan(1)
-voc 19.000
-masa berlaku sampai 31 januari 2023
Dijual karna ga terpakai di aku

#zonaba",0
Rotinya kopi kenangan enak banget,0
"gara2 sering diajak ecy beli kopi kenangan, yg awalnya ga suka kopi jadi doyan",0
kopi kenangan &gt;&gt;&gt;&gt;&gt; janjiw,0
"@Askrlfess Dua2nya pahit sih ini, klo gamau pahit kopi kenangan mantan less coffee aja",0
udh masuk jam2 butuh kopi kenangan,0
"[Askrl] saranin menu kopken dong bestie, kopi kenangan mantan bikin perih perut ga?",0
"Abis grab food in kopi kenangan sama roti keju manis nya, rotinya enak bgtttttt",0
Kopi kenangan mantan less sugar no ice didinginin di kulkas enak bgttt,0
"@Askrlfess Kopi kenangan rasanya aneh ga? Wkt itu pernah coba kopi kaya gitu rasanya aneh, yg nescafe kaya cendol🥲",0
"Lama ga ngopi, grgr light salted caramel nya kopi kenangan ga ada huhu",0
"Bukan kebetulan kamu liat iklan ini! Pake Gopay di Chatime, Burger King, Janji Jiwa, McD, Kopi Kenangan, Uniqlo, Matahari, dapatkan cashback sd 50% hingga 35k! Kalau laper, ada promo Bestoran nih diskon sd 40% + cashback sd 30rb! Ke kampus naik Gojek pake kode GOJEKINAJA ya! https://t.co/5zRJQ94QOU",1
@Askrlfess Nescafe black sih tapi fav banget kopi kenangan yg aren,0
"@Askrlfess Kopi kenangan, goodday,nescafe",0
@Askrlfess kopi kenangan 🫶🏼,0
@Fersaaa1 @deartayo Karena ada kenangan di kopi kenangan,0
"@FOODFESS2 Kalo beli sih seringnya kopi kenangan.
Tapi dikantor ada barista yg bikinin kopi si, biji kopinya pake excelso arabica &amp; robusta di mix",0
@Askrlfess kopi kenangan enak banget masyaallah,0
"prancis.. ayo pak, 1 cup kopi kenangan aja buat lembur",0
@Askrlfess Kopi kenangan yang latte enakk bangett,0
"Kopi kenangan tp belinya diluar kopi..
Siapa yg sama g bisa kena kopi...?
Tebak lokasi ya.... https://t.co/QP2OSOA8i8",1
Kopi Kenangan ato Janji Jiwa?,0
"@Askrlfess gue pribadi ga suka minum kopi, tapi kopi kenangan yg black aren tuh enak bgt anjing😩😩😩 kopinya ga berasa banget, trs dia manis gitu POKOKNYA ENAK",0
"Kopi ga ada ngaruhnya buat ngilangin ngantuk di aku 😭 jdi maap ga bisa rekomendasiin nder. Tp klo km tanya yg enak yg mana, kalo km suka manis, kopi kenangan yg ungu itu enak sma good day originalé cappuccino itu enak hehe",0
@FWBESS Kopi kenangan (?) sambil gmeet bahas skala prioritas wkwkw,0
"Pengen kopi kenangan trus nge wa ayah
""Gabaik minum kopi,pahit""

Yauda deh milo dinosaurus nya aja

""Gabaik minum milo banyak pemanis""

YA ALLAH GABAIK SEMUA JADI YANG BAIK SIAPA???",0
Kopi kenangan dulu gw suka banget apalagi yg cirikhasnya kopken mantan. Tapi sekarang kenapa ada jawara beans ini jd beda banget rasanya ga kayak dulu? Tolong balikin rasa kopken mantan dong @Kopikenangan_ID 😭,0
"034.
ice cream dan kopi kenangan (⁠灬⁠º⁠‿⁠º⁠灬⁠)⁠♡ https://t.co/eq9R36CA6U",0
"@undipmenfess iyaa murah 1k bisa nyampe stasiun, pernah sekali nyoba naik brt dari poncol ke tembalang tapi aku malah mabok. untung cepet"" turun di halte deket kopi kenangan, kalo ngikut sampe halte fk udah fix bgt mabok didalem bisnya. lemes bgt nyott nahan mual dari halte Elisabeth",0
@BaniIsmail9 @_BAYHEMOTH @memefess @Prigel_ Wqwq gowone kopi kenangan ro janjiw,0
"Kopi bikinan sendiri
Makmur jaya
Index
Kopi di balik senja
Kopi kenangan less sugar https://t.co/D5LXk4ijR2",0
@mellanidwij @CNNIndonesia Apa pencipta terra luna bersembunyi di kopi kenangan mantan 🤣,0
Terimakasih kopi kenangan dan risol mayo pak jejen,0
"Pickup kopi buat teman meeting end of sprint (@ Kopi Kenangan Ruko Kaliurang in Kecamatan Depok, Daerah Istimewa Yogyakarta) https://t.co/I7SbnKWeN0 https://t.co/TXzIsBav3N",0
"@sbyfess Kopi Kenangan take away, susah bgt ngopi cantik sejak ada buntut 2",0
@sbyfess Sm kopi kenangan jg,0
"Nangis, ke kopi kenangan aeon, peluk wishnu",0
"kisah singkat untuk cinta yang panjang,  berawal dari  kopi kenangan dan berakhir jg jadi kenangan . Jancok!",0
Ditemani kopi kenangan mantan,0
Kopi kenangan yg varian mantancino yg botolnya ungu enak ges 🫶,0
@cehlos Kopi kenangan mantan hadeuhh..,0
"Hujan tak selamanya tentang kopi dan kenangan
Hujan adalah tentang cuaca malam ini
Ya. Malam ini cuaca sedang gerimis di sertai rindu yang enggan terkikis https://t.co/C332skQBEH",0
"@cehlos tp di kotaku gaada kopi kenangan :""",1
@cehlos klo dapet apa boleh ganti janji jiwa aja disini gada kopi kenangan 😭,0
@cehlos Bismillah kopi americano kenangan,0
"@wordofophelia Yaowooo pengennya gt ka, gila sih kalap liat harga dvd cm dibawah 100rb masa td ada album diskon jam 110yen mahalan kopi kenangan",0
Tiramisu crepe(?). Spesial kopi nya pake kopi kenangan mantan. Biar inget mantan terus JIAKH BERCANDA. Spesial buat @ APA SIH UNSERNAME NYA SI ANGELA ADIS SUSAH AMAT https://t.co/nlRBKNSfqe,0
"Temui aku dalam perbincanganmu
Niscaya kopi yg kamu pesan
Tak akan pernah sepahit kenangan. https://t.co/1htMlfnoqs",0
"Kopi yang pahit aja meninggalkan ketenangan, kamu yang manis malah meninggalkan kenangan.",0
"@aMrazing Something, kopi kenangan. Itu dulu ko yg lagi inget",0
"@MajestyJK cookiesnya kopi kenangan, kemanisann",0
@tonskat Kopi Kenangan SPBU Pertamina Modernland,0
@bolaubim Kopi kenangan yg ungu,0
"i opt for other kopi than starbucks. kenangan ke? sf ke? lagi elok, local kedai kopi. better than going to kedai kopi yg bg kelebihan to dogs more then men. kata international brand tp pakai uninternational standards",0
"@mriecle @nayootayo @airlanggafess Coba bandingin kopken yang ""kopi kenangan mantan"" sama kopi susunya janjiw deh.. Menurutku enakan kopken",0
"Anjrit kopi kenangan gua jatoh dijalanan lagi, sial

Padahal keknya gua kaga ngebut ngebut amat dah… 😕",0
@luuvyoouu Yok kopi kenangan,0
@sbyfess uala kopi karena full kenangan,0
"Diliat sama tetangga samping rumah.... sampe di katain. ""Ih kakak kok kalau pesan makan dikasih ke depan mulu, kita nggak pernah."" 

Gak lama gojek kopi kenangan + chigo gue yang dia ambil. Manusia agak agak. :))",0
"Bukan kebetulan kamu liat iklan ini! Pake Gopay di Chatime, Burger King, Janji Jiwa, McD, Kopi Kenangan, Uniqlo, Matahari, dapatkan cashback sd 50% hingga 35k! Kalau laper, ada promo Bestoran nih diskon sd 40% + cashback sd 30rb! Ke kampus naik Gojek pake kode GOJEKINAJA ya! https://t.co/82ag8EF9mw",1
@saftoru COOKIES KOPI KENANGAN ENAAA,0
"Nikmati PROMO beli Cerita Roti varian Susu Manis atau Coklat Klasik HANYA 3RB* dengan melakukan pembelian minuman minimal 50RB langsung di outlet Kopi Kenangan!

*Syarat &amp; ketentuan berlaku.

Kopi Kenangan - 2nd Floor Baywalk Mall https://t.co/8MPDuWr8yT",0
kopi kenangan mantan YANG INI BANGET POKONYA yg lain gaenak,0
"[PP]

Bukan kebetulan kamu liat iklan ini! Pake Gopay di Chatime, Burger King, Janji Jiwa, McD, Kopi Kenangan, Uniqlo, Matahari, dapatkan cashback sd 50% hingga 35k! Kalau laper, ada promo Bestoran nih diskon sd 40%+cashback sd 30rb! Ke kampus naik Gojek pake kode GOJEKINAJA ya! https://t.co/32HPm0F6Se",0
abang2 kopi kenangan terpukau melihat tas belanja tuku wkwk,0
"@besti Nitip ayang eh eh 🤭
Ngidam kopi kenangan makji ada ndak disituuuuu",0
"Siapa yang dikantonya ada Sbux, Excelso, Janji Jiwa, Kopi Kenangan, terus beginian...
Aku aku!! https://t.co/7yZHAeBPcJ",0
"@michan_oripedes Lg nyoba donlot aplikasi kopi kenangan mantan ternyata setiap pembelian dapat poin cinta.. tp masih jauh beud, udah gitu tahun baru expired.. cinta kok expired 😭💔",0
"Hari yg melelahkan
Kadang seketika hilang hanya dgn sebotol kopi 

Biarlah kenangan jangan sering dikenang

Akan ada masa depan yg harus diupayakan utk dikenal https://t.co/IizSYe6unx",0
"7,5/10 lattenya mirip kopi kenangan https://t.co/bjWxAvAXTk",1
Ternyata cuma kopi kenangan yg cocok dilambungku,0
"Inget bgt pas itu ke kopi kenangan, sebelah anak kuliah kerkel ngomong teriak teriak mana teriaknya anjing jancuk gitu. Budeg kuping",0
"@dispandux @akubukanako @kak_ris01 Kopi kenangan itu masih valuasi perusahaan!  Setiap usaha faktor utamanya sales income bukan valuasi, jd makin gk nyambung lo ke kopi kenangan kecuali tuh investor emg lgsung Tf ke rek pribadi yah mumpung anak presiden kyk tomi timor",0
"@FOODFESS2 Americano, dua shot iced shaken, kopi kenangan mantan. Kalo teh enak raspberry hibiscus lemon tea",0
@FOODFESS2 Kopi kenangan mantan udah paling juara,0
@Vacriesa tdi yelan mampir bentar beli kopi kenangan trs daduny dilempar ke gue 😿🙏,0
"@FOODFESS2 Kopi kenangan rada pelit promonya..
Fore Coffee lumayan bnyak promo..
Kalo Maxx Coffee ada promo,,
Flash Coffee tuh bnyak juga promonya, Nder..
Starbucks juga ada promo..
✨✨✨",0
ngomong mulu kopi kenangan lu tuh meleleh,0
@iky_hey mau kopi nya yg bisa hapus kenangan buruk ah 🤣,0
"kopi kenangan
~ syarat dan ketentuan berlaku. https://t.co/JVqE27LRj3",0
@FOODFESS2 pake provider by.u ada potongan 10k kopi kenangan. 😀 https://t.co/oh7c25v6cZ,0
"Bukan kebetulan kamu liat iklan ini! Pake Gopay di Chatime, Burger King, Janji Jiwa, McD, Kopi Kenangan, Uniqlo, Matahari, dapatkan cashback sd 50% hingga 35k! Kalau laper, ada promo Bestoran nih diskon sd 40% + cashback sd 30rb! Ke kampus naik Gojek pake kode GOJEKINAJA ya! https://t.co/CtvIonp7dY",1
@banjarbase Belakang kopi kenangan,0
"[PP]

Bukan kebetulan kamu liat iklan ini! Pake Gopay di Chatime, Burger King, Janji Jiwa, McD, Kopi Kenangan, Uniqlo, Matahari, dapatkan cashback sd 50% hingga 35k! Kalau laper, ada promo Bestoran nih diskon sd 40%+cashback sd 30rb! Ke kampus naik Gojek pake kode GOJEKINAJA ya! https://t.co/xS4kIFxhex",0
"So according to BFM, Kopi Kenangan is a 5-years-old Indonesia coffee chain worth an estimated $1 billion holy fuck",0
@singqongkeju @skitchesm enakan kopi kenangan botol,0
need verif app kopi kenangan #zonauang,0
Aku gabisa tidur semaleman karna minum kopi kenangan 😄,0
Kopken bukan kopi kenangan 🤡 https://t.co/CkHknxvB5K,0
@FOODFESS2 kopi kenangan mantan nya kopken sama white latte ny couvee 🫶🏻,0
"@Kopikenangan_ID @rihanna Min kenangan blend gak enak yaa, enakan yang lama",0
dikiranya anaknya ini yg punya kopi kenangan 😮‍💨 https://t.co/c5rQAES9RI,0
@kesahiiinn @SmgMenfess2 Kubuatin sekalian outlet kopi kenangan di halaman rumah biar tiap hari bisa ngopi :'),0
Awali pagimu dengan es kopi kenangan 😀😀 https://t.co/jr0Z2cRiEl,0
So there’s a battle between of me and my mas. How much Mixue in his area and Kopi Kenangan in my home town. I counted and there are 37 FUCKING MIXUE. You all are getting invaded by snowman Lia Eden. https://t.co/5v4TcmSEyJ,0
"Semoga ini dia ngomongin bisnis di GTA RP, bukan bisnis perbaikan fasilitas di dunia nyata yang salah satu sumber uangnya dari pajak yang gua bayar dari beli kopi kenangan dan lain-lainnya.",0
"@jokowi Senior Vice President Divisi Tanggung Jawab Sosial dan Lingkungan PT Pegadaian Rully Yusuf, Dekan Fakultas Ekonomi dan Bisnis Universitas Indonesia Teguh Dartanto, CEO &amp; Lead Financial Trainer QM Financial Ligwina Hananto dan Head of Coffee Kopi Kenangan Mikael Jasin.

@jokowi",1
"@tanyakanrl Kalo aku: 

1. Kopi kenangan: 
- Americano/Long Black no sugar + espresso Juwara beans
- Americano/Long Black no sugar + espresso kenangan Beans 
- Kopi Kenangan Mantan less sugar Double shot

2. Fore
- Americano (no sugar)
- Butterscotch Seasalt Latte (less sugar)",0
kolaborasi kopi tubruk dan beras kencur kunyit asem. merawat kenangan untuk mencari inovasi ke depan https://t.co/2RrPekbhHO,0
"#Kopi Kenangan
#Coffee",1
Its so refreshing and insightful listening to Kopi Kenangan co-founder on BFM's Breakfast Grill...,0
Kopi Kenangan founder on @BFMradio. Sounds like a smart dude,0
@tanyakanrl Klo biar gak ngantuk kopi kapal api. Tp kalo bwt taste ttp kopi kenangan mantan.,0
@pepestenggiri @djuandiaktif @inirekayyy @pantungalimar Kopi kenangan jan lupa,0
"kau itu seperti kopi, dengan kenangan yang pahit dimadu senyum yang manis, hingga akhirnya masih nikmat sampai kini.",0
@FOODFESS2 Kopi kenangan sii,0
Emg kopi yg aman gue minum caramel macchiato kopi kenangan sm coffe smoothies mixue doang. Ini abis minum kopi hazelnut latte nya si chatime lambung gue ga aman pdhl ga strong samsek itu kopi nya,0
@worksfess Kopi kenangan aja,0
@redrvusian itu kopi kenangan y,0
@caveuly @zetdah Gue lg CO yg bau vanilla latte biar berasa di kopi kenangan mulu wkwkwkwkwkkwkwkwkwkwkwkwkwk,0
"@dinikopi13 Selain kopi kelapanya, varian light kopi karamelnya juga hilang. Aku jd males ke kopi kenangan lagi krna ga ada menu2 yg nyaman di perut 😂",0
"Mau kado ulang tahun apa?

Tolong kita semua beramai-ramai mengisi petisi agar Kopi Kenangan mengembalikan varian Kopi Kelapa nya. Sejak menunya discontinue, aku seperti hilang arah :'(",0
@selebSEEUN Kopi kenangan yang warna ungu sama onigiri tuna!!,0
Tertarik bekerja sebagai barista di salah satu gerai Kopi Kenangan? Intip pendapatan yang didapat oleh barista di salah satu unicorn dari Indonesia ini! https://t.co/sNLNfCRQ2f #123Info #Rumah123 #Rumah123Info,0
Tiba² pengen kopi kenangan tapi asam lambung kok sering kambuh 🤣,1
"Gokar! Malem ini nongki yu di kopi kenangan sukaseuri, pengen sharing, bills on me, M24",0
"@terserahgwngnt Koppi Kitchen, HouseOfLuck, Homebase, Pan&amp;Co, Kopi dari Hati, Kopi Kenangan.",0
"@yourgirlbabee Sering terjadi :')), aku nyari minuman kopi kenangan sekarang udah ngak ada anying nangis padahal itu minuman fav ku",0
"kopi, kamu dan segala kenangan askjskjk ajg https://t.co/WXgIPnwenS",0
"[PP]

Bukan kebetulan kamu liat iklan ini! Pake Gopay di Chatime, Burger King, Janji Jiwa, McD, Kopi Kenangan, Uniqlo, Matahari, dapatkan cashback sd 50% hingga 35k! Kalau laper, ada promo Bestoran nih diskon sd 40%+cashback sd 30rb! Ke kampus naik Gojek pake kode GOJEKINAJA ya! https://t.co/RvNVmJlihM",0
Kopi kenangan enak tapi tanganku shaking,0
"pas di kopi kenangan juga kita main ml, and it was fun ga ada cekcoknya. tapi kenapa yg diinget selalu yg cekcok ya. kenapa yaaa.",0
kopi kenangan gamau buka d old market square apa,0
"WOW..WOWW bayar pake QRIS Akulaku DISKON HINGGA 100RIBU🤑

Mulai dari Kopi Kenangan, Familymart sampe nonton bioskop di XXI dan masih banyak merchant lain DISKON HINGGA 100RIBU🔥🔥

Buktiin sendiri https://t.co/CdG9wR9WUt

#AkulakuIndonesia #QRISAkulaku #BelanjaOnline #InfoPromo https://t.co/ecRnTOgHVN",0
"@Askrlfess - kopi float mcd, gak terlalu pait tapi beneran bikin gak ngantuk
-kopi kenangan
-kopi sachet fresco moka /tora bika moka/ gooday",0
pengen kopken tp selain kopi kenangan mantan apa ya,0
"Pantes mumet bgt, belum beli Kopi Kenangan ternyata",0
"Butuh kehangatan (@ Kopi Kenangan in Sukun, East Java) https://t.co/cLMLK9gxwc https://t.co/vLFd0AhJqI",0
tetap kuat menahan godaan saat orang kantor selalu membeli seliter kopi kenangan yang terlihat seger bangetttt ☺️☺️☺️,0
"BTS X Built NY Tumblers by Kopi Kenangan
Rp. 500.000,00
Official Kopi Kenangan reseller of BTS x Built NY Merchandise
About the product:
- READY STOCK
- Official, brand new, and sealed from the factory
- Domestic shipping from Indonesia, no shipment &amp; tax fee
- 20 oz (590ml) https://t.co/ISwgyOSwjq",0
Pengen kopi kenangan ihh 🥺,0
"Kopi Kenanganのアプリから割引クーポン使ってオフィス併設モールの店舗にコーヒーを注文し、エレベーター降りて店に着く頃には出来上がっている。
インドネシアも便利な世の中になった。",0
"kok kopi kenangan yg di medika rasanya beda sama yg di the breeze dahhh, enakan yg di the breezee huhu",0
@BlueJeans_Hitam Gak ada covid maak..yg ada itu minum kopi enk musim hujan gini..yuk maak ngupi kenangan..😂😂,0
"[PP]

Bukan kebetulan kamu liat iklan ini! Pake Gopay di Chatime, Burger King, Janji Jiwa, McD, Kopi Kenangan, Uniqlo, Matahari, dapatkan cashback sd 50% hingga 35k! Kalau laper, ada promo Bestoran nih diskon sd 40%+cashback sd 30rb! Ke kampus naik Gojek pake kode GOJEKINAJA ya! https://t.co/SgbbZeL71M",0
"Lah....
Ini pesen janji jiwa kenapa yang datang kopi kenangan 

#janjijiwa
#kopikenangan",0
"Baru pertama kali nyobain Starbucks kaleng karena susah bgt nyarinya. Harga 14.900 di Indomaret.

Menurut gw rasanya gaada enak2nya. Jangan dibeli. Masih lbh enak Nescafe kaleng yg harganya lbh murah.

Nambah 5rb udh bisa beli Kopi Kenangan yg jauh lbh enak dan lebih banyak. https://t.co/qgHq1MIe3z",0
what if this kopi kenangan were the only kenangan that we left bro,0
-dips! di stasiun tawang f&amp;b nya apa aja yaa? kopi kenangan ada engga? thank u🤗,0
- favorite kalian janji jiwa apa kopi kenangan?,0
ish mantep kantin kantorku mau buka kopi kenangan.. fore ada saingan nie 😍,0
"@jembermfs Rangkum, kesuwon, eterno, kopi kenangan, kopixel, maison",0
@ruruumikaela wait Kopi kenangan? 'w',0
Kenangan Berupa Kopi. https://t.co/Fw8R9f2SUW,0
"@FOODFESS2 Thanks to TUKU, Kopi Kenangan, Di Bawah Tangga, Fore, Arah  🥲🥲 love them all ❤️",0
/tanya gaiss kalo nukerin ini tuh kita reedemnya di apknya atau langsung di store? Contoh misal kita beli yg kopi kenangan nahh itu nanti vouchernya reedem adi aplikasinya dlu atau gmn? No salty ya https://t.co/2yIQjAygOB,0
"dating me was fun tho you can have a holy shit ngab bro sebat skuy vespa kaus deus bf, good listener and adviser bf, can give u all love language bf, orgil bf, clingy also annoying bf, cool &amp; hot bf, indie kopi kenangan cowok puitis bf, lelaki penghibur bf, jamet scbd bf.",0
@takiyacassanova @bakmiharam Gw aja sengaja pamerin belinya pas promo BOGO biar man temen yg lain tau dan ikutan ngerasain jua. Kopi sbux tp seharga kopi kenangan. Asyik,0
Kue legen enak sambil minum kopi yg tau kue ini pastinya punya kenangan lama jadul banget 😀👍☕ https://t.co/1ykZ4gizm6,0
@bakmiharam @fioktaaa gue ketawa ama tweet lo yang atas. tpi yang ini ga terima. starbucks beneran enak. pdhl harganya ada yang sama kek kopi kenangan. klo rajin tau promoan...,0
"@ndorokakung McD, kfc, janji jiwa, kopi kenangan, tak masuk?",0
Kopi kenangan oh kenangan 😌 https://t.co/qLprr6I8tw,0
beneran kopi kenangan kudu jadiin aku BA,0
@convomfs Kek adek gw tiap hari kopi kenangan + teh botol. Gw beli 3 kardus buat tamu eh malah diabisin dia doang anjir ga nyampe seminggu.,0
